,AVG_KD,SIG_STR_PCT,TD_PCT,HEAD_PCT,LEG_PCT,clusters,cluster
35,0.0,0.37,0.5,0.260869565,0.75,0,pink
36,0.0,0.0,0.0,0.0,0.0,2,dark purple
37,0.0,0.436015625,0.2040625,0.356564019,0.714751958,0,pink
38,0.220703125,0.34625,0.108652344,0.235644039,0.789594356,0,pink
39,0.0,0.45,0.33,0.356037152,0.733333333,0,pink
40,0.143798828,0.546846313,0.236179199,0.424070032,0.686704385,0,pink
41,0.080078125,0.350986328,0.375048828,0.334882403,0.846229995,0,pink
42,0.28125,0.4965625,0.1734375,0.389334862,0.905405405,1,purple
43,0.25,0.483125,0.3675,0.372189349,0.815340909,0,pink
44,0.0,0.0,0.0,0.0,0.0,2,dark purple
45,0.5,0.395,0.0625,0.324955117,0.863636364,1,purple
46,0.023819715,0.403785284,0.263565742,0.329955036,0.905927914,0,pink
47,0.05859375,0.482695313,0.179609375,0.414320096,0.870667794,0,pink
48,0.389659882,0.546636581,0.125360184,0.482720201,0.976160662,1,purple
49,0.145536423,0.480701753,0.07068008,0.369144571,0.857947822,0,pink
50,0.0,0.565,0.125,0.418181818,1.0,0,pink
51,0.068359375,0.390458984,0.558085938,0.355037933,0.803000455,0,pink
52,0.5625,0.5184375,0.0625,0.423023578,0.863013699,1,purple
53,0.027709961,0.522442017,0.145055847,0.423896176,0.866433527,0,pink
54,0.193359375,0.466518555,0.339223633,0.451199043,0.844901976,0,pink
55,0.25,0.479375,0.252578125,0.36285672,0.765632693,0,pink
56,0.5,0.5825,0.0,0.409090909,0.833333333,1,purple
57,0.0,0.385,0.5275,0.264900662,0.8125,0,pink
58,0.118225098,0.427610474,0.109417114,0.344334802,0.772062469,0,pink
59,0.218781531,0.531217388,0.250524701,0.493281071,0.936024083,0,pink
60,0.037109375,0.397382812,0.320742188,0.311592961,0.79975923,0,pink
61,0.125,0.3825,0.125,0.260869565,0.811111111,0,pink
62,0.25,0.585,0.3525,0.526058632,1.0,0,pink
63,0.01953125,0.534492188,0.461484375,0.526686434,0.933570581,0,pink
64,0.5,0.49,0.3,0.452991453,0.9,1,purple
65,0.5,0.4,0.125,0.359735974,0.75,1,purple
66,0.0,0.425,0.33,0.317535545,0.838709677,0,pink
67,0.1796875,0.41046875,0.155351563,0.334812872,0.695058997,0,pink
68,0.296875,0.56890625,0.0821875,0.367467399,0.856562923,1,purple
69,0.5,0.5375,0.165,0.319672131,0.925925926,1,purple
70,0.0,0.0,0.0,0.0,0.0,2,dark purple
71,0.0,0.422460938,0.22078125,0.378071157,0.666279745,0,pink
72,0.5,0.405,0.165,0.333333333,0.0,2,dark purple
73,0.375,0.52375,0.09,0.415625,0.916666667,1,purple
74,0.033203125,0.497451172,0.187011719,0.376582736,0.90305499,0,pink
75,0.0,0.59,0.725,0.526086957,0.810810811,0,pink
76,0.0,0.52,0.56,0.38028169,0.75,0,pink
77,0.5,1.0,0.0,1.0,0.0,1,purple
78,0.0,0.460625,0.3515625,0.30111239,0.815426997,0,pink
79,0.515625,0.37859375,0.211328125,0.362818904,0.751824818,1,purple
80,0.065429688,0.498847656,0.273935547,0.429144937,0.814948222,0,pink
81,0.477234364,0.487862725,0.173011727,0.408706879,0.987337716,1,purple
82,0.0,0.0,0.0,0.0,0.0,2,dark purple
83,0.359375,0.4553125,0.19,0.364827796,0.886363636,1,purple
84,0.208984375,0.350200195,0.042407227,0.287344,0.79217033,0,pink
85,0.0,0.32,0.25,0.64516129,0.0,2,dark purple
86,0.5,0.415,0.0,0.466666667,0.0,2,dark purple
87,4.9891e-05,0.369071854,0.323029512,0.324852276,0.876192409,0,pink
88,0.290548325,0.526049938,0.318060837,0.477857579,0.910669942,0,pink
89,0.125,0.48875,0.0,0.311450382,0.888888889,0,pink
90,0.380859375,0.398085938,0.2171875,0.422135382,0.770444763,1,purple
91,0.0,0.4175,0.515,0.416666667,0.666666667,0,pink
92,0.375,0.48375,0.1125,0.459546926,0.631578947,1,purple
93,0.125,0.42,0.0,0.247191011,0.786885246,0,pink
94,0.25,0.31625,0.1025,0.273563218,0.688311688,0,pink
95,0.0,0.0,0.0,0.0,0.0,2,dark purple
96,0.09375,0.399375,0.2353125,0.332413249,0.722222222,0,pink
97,0.0,0.42375,0.00515625,0.285846225,0.821283509,0,pink
98,0.15625,0.28109375,0.33421875,0.239886668,0.756152125,0,pink
